Age,Gender,WorkingClass,Education,MaritalStatus,Occupation,Relationship,Race,NativeCountry,Income
62,Male,?,HS-grad,Married-civ-spouse,?,Husband,White,United-States,<=50K
34,Female,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,United-States,>50K
31,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
42,Female,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,United-States,>50K
26,Female,Private,HS-grad,Divorced,Sales,Unmarried,White,United-States,<=50K
39,Female,Private,Some-college,Separated,Other-service,Unmarried,White,United-States,<=50K
25,Male,Private,Bachelors,Never-married,Other-service,Own-child,White,United-States,<=50K
54,Male,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,United-States,<=50K
44,Male,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
34,Male,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
21,Male,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
50,Male,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,?,<=50K
33,Male,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
40,Female,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,United-States,>50K
44,Male,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
33,Male,Local-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
21,Male,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
35,Female,Self-emp-not-inc,Bachelors,Never-married,Other-service,Not-in-family,Black,United-States,<=50K
43,Male,Private,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,>50K
57,Male,?,10th,Separated,?,Not-in-family,White,United-States,<=50K
51,Male,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
29,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
51,Male,Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,Black,United-States,<=50K
35,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
18,Male,Private,11th,Never-married,Sales,Own-child,White,United-States,<=50K
58,Male,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
57,Male,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
19,Female,Private,HS-grad,Never-married,Sales,Own-child,White,United-States,<=50K
37,Female,Private,Some-college,Separated,Other-service,Unmarried,White,United-States,<=50K
38,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
45,Female,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,United-States,<=50K
27,Male,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Cambodia,>50K
64,Female,?,7th-8th,Widowed,?,Not-in-family,White,United-States,<=50K
38,Male,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,United-States,<=50K
30,Male,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,United-States,<=50K
46,Male,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
18,Female,?,10th,Never-married,?,Other-relative,White,United-States,<=50K
60,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,>50K
30,Male,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,United-States,<=50K
47,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,United-States,>50K
39,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
42,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
27,Female,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,United-States,<=50K
44,Male,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,<=50K
33,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
54,Male,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,United-States,>50K
58,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
45,Male,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,United-States,<=50K
59,Male,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
29,Female,Private,Assoc-acdm,Never-married,Priv-house-serv,Not-in-family,White,United-States,<=50K
27,Female,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
44,Male,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
44,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
33,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
27,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
33,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
55,Female,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,United-States,<=50K
32,Male,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,United-States,<=50K
31,Male,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,<=50K
57,Male,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
30,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
78,Female,?,HS-grad,Widowed,?,Not-in-family,White,United-States,<=50K
28,Female,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,<=50K
30,Male,Self-emp-not-inc,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,South,<=50K
29,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
66,Female,Private,HS-grad,Never-married,Other-service,Other-relative,Black,United-States,<=50K
60,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
31,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
26,Male,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,United-States,<=50K
24,Male,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
29,Male,Private,Bachelors,Never-married,Sales,Not-in-family,White,United-States,>50K
44,Male,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
34,Male,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
59,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
23,Male,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,United-States,<=50K
23,Male,Private,11th,Never-married,Other-service,Other-relative,White,Philippines,<=50K
55,Female,Local-gov,Assoc-voc,Separated,Prof-specialty,Unmarried,Black,United-States,<=50K
39,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
39,Male,Private,11th,Never-married,Craft-repair,Not-in-family,Black,United-States,<=50K
57,Male,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,United-States,<=50K
35,Female,Private,HS-grad,Divorced,Sales,Unmarried,White,United-States,<=50K
39,Male,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
47,Female,Private,HS-grad,Married-civ-spouse,Sales,Own-child,White,United-States,>50K
53,Male,State-gov,Doctorate,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
23,Male,Private,Some-college,Never-married,Sales,Own-child,Black,United-States,<=50K
35,Male,Private,Masters,Never-married,Craft-repair,Not-in-family,White,United-States,>50K
44,Female,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,United-States,<=50K
28,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
26,Female,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Poland,<=50K
23,Male,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,United-States,<=50K
32,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Ireland,<=50K
49,Male,Self-emp-inc,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
36,Male,Private,Some-college,Never-married,Craft-repair,Own-child,White,United-States,<=50K
36,Female,Private,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
41,Male,?,5th-6th,Married-civ-spouse,?,Husband,Other,United-States,<=50K
21,Female,Private,Assoc-acdm,Married-civ-spouse,Adm-clerical,Wife,Amer-Indian-Eskimo,United-States,>50K
54,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
43,Female,Private,Some-college,Married-spouse-absent,Other-service,Not-in-family,Black,United-States,<=50K
35,Female,Local-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,United-States,<=50K
31,Male,Private,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,>50K
46,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Other-relative,Asian-Pac-Islander,India,<=50K
46,Female,Private,HS-grad,Separated,Sales,Not-in-family,White,United-States,<=50K
56,Male,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
45,Female,?,Masters,Married-civ-spouse,?,Wife,White,United-States,<=50K
21,Male,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
51,Male,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
47,Male,State-gov,Some-college,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
42,Male,Private,5th-6th,Married-spouse-absent,Craft-repair,Not-in-family,White,Puerto-Rico,<=50K
19,Female,Private,Some-college,Never-married,Sales,Own-child,White,United-States,<=50K
25,Male,Private,Bachelors,Never-married,Craft-repair,Own-child,White,United-States,<=50K
37,Male,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
35,Male,Private,12th,Married-civ-spouse,Other-service,Husband,Black,United-States,<=50K
40,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
57,Male,Self-emp-not-inc,11th,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
38,Male,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
48,Female,Private,10th,Divorced,Sales,Not-in-family,White,United-States,<=50K
34,Female,Private,Some-college,Divorced,Other-service,Not-in-family,White,United-States,<=50K
46,Male,Federal-gov,Some-college,Divorced,Transport-moving,Not-in-family,White,United-States,<=50K
30,Male,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,?,<=50K
45,Male,State-gov,Masters,Divorced,Protective-serv,Not-in-family,White,United-States,<=50K
32,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
35,Male,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,United-States,<=50K
62,Female,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,>50K
56,Male,?,HS-grad,Married-civ-spouse,?,Husband,White,United-States,<=50K
50,Male,Private,Assoc-voc,Married-civ-spouse,Other-service,Husband,White,United-States,<=50K
25,Male,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
41,Male,Private,Some-college,Never-married,Sales,Not-in-family,Black,United-States,<=50K
35,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
33,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
38,Female,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,United-States,>50K
37,Male,State-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
56,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
19,Male,Private,7th-8th,Never-married,Craft-repair,Own-child,White,United-States,<=50K
31,Female,Private,9th,Married-civ-spouse,Exec-managerial,Wife,White,United-States,<=50K
53,Male,Local-gov,HS-grad,Divorced,Craft-repair,Not-in-family,Other,?,>50K
33,Male,Private,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Puerto-Rico,<=50K
72,Male,Private,1st-4th,Divorced,Other-service,Not-in-family,Black,United-States,<=50K
54,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
30,Female,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,United-States,<=50K
51,Male,Private,Doctorate,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
30,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
30,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
32,Male,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,United-States,<=50K
30,Male,Private,Some-college,Never-married,Sales,Not-in-family,White,United-States,>50K
35,Male,Private,Masters,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
40,Female,Private,Some-college,Divorced,Adm-clerical,Own-child,White,United-States,>50K
38,Female,State-gov,Bachelors,Divorced,Prof-specialty,Not-in-family,White,United-States,<=50K
19,Female,Private,10th,Never-married,Other-service,Other-relative,White,United-States,<=50K
32,Male,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
49,Female,Private,Masters,Married-spouse-absent,Adm-clerical,Unmarried,White,United-States,<=50K
76,Male,?,Bachelors,Married-civ-spouse,?,Husband,White,United-States,<=50K
60,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
60,Male,Private,9th,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
55,Male,Private,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
41,Female,Private,Bachelors,Divorced,Tech-support,Not-in-family,White,?,<=50K
24,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
53,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,>50K
69,Female,State-gov,Some-college,Widowed,Adm-clerical,Not-in-family,White,United-States,<=50K
71,Male,?,Some-college,Married-civ-spouse,?,Husband,White,United-States,<=50K
41,Female,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,United-States,>50K
32,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
45,Male,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
59,Male,Private,Bachelors,Divorced,Exec-managerial,Not-in-family,White,United-States,<=50K
31,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
40,Female,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,United-States,<=50K
44,Male,Private,Assoc-voc,Married-civ-spouse,Tech-support,Husband,White,United-States,>50K
63,Female,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,<=50K
31,Male,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
51,Male,Private,Bachelors,Never-married,Adm-clerical,Unmarried,White,United-States,<=50K
51,Male,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Philippines,<=50K
23,Male,Private,HS-grad,Never-married,Sales,Not-in-family,White,United-States,<=50K
49,Male,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
56,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
39,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
39,Male,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
30,Female,Self-emp-not-inc,HS-grad,Divorced,Other-service,Unmarried,White,United-States,<=50K
43,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Germany,<=50K
31,Male,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
44,Male,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,<=50K
43,Male,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
37,Male,Federal-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,?,>50K
41,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
43,Male,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,United-States,>50K
47,Male,State-gov,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
38,Male,Self-emp-not-inc,Prof-school,Never-married,Prof-specialty,Not-in-family,White,United-States,>50K
46,Male,Private,Assoc-voc,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
19,Female,State-gov,Some-college,Never-married,Other-service,Own-child,White,United-States,<=50K
19,Male,Private,5th-6th,Never-married,Other-service,Not-in-family,White,Guatemala,<=50K
24,Male,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,United-States,>50K
39,Male,Self-emp-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,United-States,<=50K
37,Female,Private,Assoc-voc,Divorced,Machine-op-inspct,Not-in-family,White,United-States,<=50K
28,Female,?,Bachelors,Never-married,?,Own-child,Black,Germany,<=50K
40,Male,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,United-States,<=50K
27,Female,Private,Assoc-acdm,Never-married,Sales,Own-child,White,United-States,<=50K
22,Female,Private,HS-grad,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
21,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
32,Female,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,United-States,<=50K
20,Male,Private,HS-grad,Separated,Machine-op-inspct,Own-child,White,United-States,<=50K
45,Male,Private,Masters,Divorced,Transport-moving,Not-in-family,White,United-States,>50K
46,Male,Local-gov,Prof-school,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
46,Female,Private,Assoc-voc,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
26,Male,Private,Some-college,Never-married,Protective-serv,Not-in-family,White,United-States,<=50K
47,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Own-child,White,United-States,<=50K
22,Female,Private,Some-college,Never-married,Prof-specialty,Own-child,White,United-States,<=50K
34,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
49,Male,Private,1st-4th,Married-civ-spouse,Craft-repair,Husband,White,Portugal,<=50K
20,Male,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,United-States,<=50K
28,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
30,Male,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,Black,United-States,<=50K
23,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
20,Male,Private,9th,Never-married,Priv-house-serv,Own-child,White,Mexico,<=50K
31,Male,Private,Some-college,Married-civ-spouse,Other-service,Husband,White,Mexico,<=50K
46,Male,Private,1st-4th,Never-married,Machine-op-inspct,Own-child,White,Puerto-Rico,<=50K
42,Female,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,United-States,<=50K
60,Male,Self-emp-not-inc,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
30,Male,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
27,Male,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
20,Female,Private,9th,Never-married,Sales,Own-child,White,United-States,<=50K
56,Male,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
41,Male,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
61,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
47,Female,Private,HS-grad,Divorced,Exec-managerial,Unmarried,Black,United-States,>50K
60,Male,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
33,Male,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
40,Female,?,Some-college,Married-civ-spouse,?,Wife,White,United-States,<=50K
48,Male,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Canada,>50K
56,Male,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,United-States,>50K
50,Male,Private,Assoc-voc,Married-civ-spouse,Transport-moving,Husband,White,United-States,>50K
57,Male,Self-emp-not-inc,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
20,Female,Private,Some-college,Never-married,Adm-clerical,Own-child,Other,United-States,<=50K
46,Female,Private,Assoc-voc,Divorced,Tech-support,Other-relative,White,United-States,<=50K
21,Female,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,United-States,<=50K
37,Male,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
42,Male,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,United-States,<=50K
20,Female,Private,HS-grad,Never-married,Other-service,Own-child,White,United-States,<=50K
54,Male,Private,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
32,Female,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,United-States,<=50K
62,Female,?,Some-college,Married-civ-spouse,?,Wife,White,United-States,<=50K
50,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
49,Female,Federal-gov,Some-college,Never-married,Adm-clerical,Unmarried,Black,United-States,<=50K
48,Male,Private,Assoc-acdm,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
24,Female,Private,Some-college,Never-married,Sales,Other-relative,Black,United-States,<=50K
46,Male,Private,Masters,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Philippines,>50K
42,Female,Private,HS-grad,Divorced,Other-service,Not-in-family,White,United-States,<=50K
52,Male,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
58,Female,Local-gov,Assoc-acdm,Widowed,Adm-clerical,Not-in-family,Black,United-States,<=50K
37,Female,Private,Some-college,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
26,Male,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,United-States,<=50K
18,Female,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,United-States,<=50K
33,Male,Private,Some-college,Never-married,Prof-specialty,Not-in-family,Black,United-States,<=50K
41,Female,Private,Some-college,Divorced,Sales,Not-in-family,White,United-States,<=50K
21,Female,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
23,Female,Private,Assoc-voc,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
26,Female,Federal-gov,Some-college,Never-married,Tech-support,Own-child,White,United-States,<=50K
33,Female,Private,Bachelors,Married-civ-spouse,Other-service,Wife,White,United-States,<=50K
24,Female,Private,Some-college,Never-married,Exec-managerial,Own-child,White,United-States,<=50K
43,Male,Private,10th,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,China,<=50K
52,Female,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,England,<=50K
27,Female,?,Some-college,Divorced,?,Own-child,Black,United-States,<=50K
61,Female,Private,7th-8th,Divorced,Other-service,Unmarried,White,United-States,<=50K
35,Male,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,<=50K
35,Male,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,United-States,>50K
45,Male,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
43,Male,Local-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
51,Male,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,United-States,>50K
35,Male,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
47,Male,Federal-gov,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Germany,>50K
22,Male,Private,Some-college,Never-married,Adm-clerical,Own-child,White,United-States,<=50K
49,Male,Self-emp-inc,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
20,Male,Private,HS-grad,Never-married,Craft-repair,Own-child,White,United-States,<=50K
19,Female,Private,10th,Divorced,Other-service,Not-in-family,White,United-States,<=50K
27,Male,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,United-States,<=50K
42,Female,Private,Assoc-acdm,Divorced,Prof-specialty,Unmarried,White,United-States,<=50K
27,Male,?,Some-college,Divorced,?,Own-child,White,United-States,<=50K
23,Male,Self-emp-not-inc,Some-college,Never-married,Farming-fishing,Own-child,White,United-States,<=50K
20,Female,Private,Some-college,Never-married,Tech-support,Not-in-family,White,United-States,<=50K
47,Male,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,United-States,<=50K
17,Male,Private,12th,Never-married,Other-service,Own-child,Black,United-States,<=50K
76,Male,?,10th,Married-civ-spouse,?,Husband,White,United-States,<=50K
39,Female,Private,Some-college,Divorced,Sales,Unmarried,White,United-States,<=50K
25,Male,Private,9th,Married-civ-spouse,Machine-op-inspct,Husband,White,Mexico,<=50K
31,Female,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Wife,Black,United-States,<=50K
44,Male,Private,HS-grad,Divorced,Transport-moving,Not-in-family,Black,Haiti,<=50K
53,Male,Private,Assoc-voc,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
34,Male,Private,Some-college,Separated,Craft-repair,Not-in-family,White,United-States,<=50K
45,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
34,Male,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
35,Male,Private,Masters,Married-civ-spouse,Sales,Husband,White,United-States,>50K
36,Male,Private,Some-college,Never-married,Other-service,Not-in-family,White,United-States,<=50K
45,Female,Private,Some-college,Widowed,Other-service,Unmarried,White,United-States,<=50K
37,Male,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,United-States,<=50K
53,Male,Private,Assoc-acdm,Married-civ-spouse,Machine-op-inspct,Husband,White,United-States,>50K
35,Female,Private,Masters,Married-civ-spouse,Prof-specialty,Wife,White,United-States,>50K
38,Male,Self-emp-not-inc,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,?,<=50K
65,Male,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,United-States,<=50K
49,Male,Self-emp-not-inc,10th,Divorced,Farming-fishing,Unmarried,White,United-States,<=50K
24,Male,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,United-States,<=50K
54,Male,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,United-States,<=50K
17,Female,Private,10th,Never-married,Sales,Own-child,White,United-States,<=50K
19,Male,Private,12th,Never-married,Other-service,Own-child,White,United-States,<=50K
60,Female,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,United-States,<=50K
46,Male,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,United-States,>50K
78,Female,?,Masters,Widowed,?,Not-in-family,White,United-States,<=50K
26,Female,Private,Some-college,Never-married,Exec-managerial,Own-child,Black,United-States,<=50K
58,Male,Private,1st-4th,Married-civ-spouse,Other-service,Husband,White,Cuba,<=50K
37,Male,Self-emp-not-inc,HS-grad,Divorced,Exec-managerial,Unmarried,White,United-States,<=50K
41,Male,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,United-States,>50K
